cleaned_text,topic_id,topic_confidence,cluster_id,topic_0_prob,topic_1_prob,topic_2_prob,topic_3_prob,comment_id,token_count
kamu kok hobi banget pamer kebodohan kalau begitu bubarkan saja perguruan tinggi tinggal kasih makan saja semua rakyat indonesia pakai makan yang katanya bergizi dan gratis itu padahal tidak bergizi dan tidak gratis awokawokawok,2,0.9382,26,0.0212,0.0203,0.9382,0.0202,371,23
purbaya nilai anggaran makan bergizi gratis masih bisa dipangkas lebih dari rp triliun simak selengkapnya baca artikel lainnya di,0,0.9126,28,0.9126,0.0296,0.0289,0.0288,372,16
kok ngga gratis kayak makan bergizi,3,0.6054,49,0.1318,0.1349,0.1279,0.6054,373,6
wah ini tv taiwan pasti antek antek asing yang membenci program makan bergizi gratis,3,0.6054,49,0.1318,0.1348,0.1279,0.6054,374,6
berit viral demo di depan gedung grahadi surabaya memanas massa lempar botol dan petasan surabaya – aksi demonstrasi bertajuk “warga surabaya turun ke jalan ” di depan gedung negara grahadi jumat juni berubah ricuh memasuki malam hari,3,0.6053,49,0.1318,0.135,0.1279,0.6053,375,6
ga usah lah itu ada makan bergizi gratis kalonya listrik yg bayar aja masih suka mati lampu,3,0.6053,49,0.1318,0.135,0.1279,0.6053,376,6
taun baru kayanya aku ngikut omku aja deh butuh mbg ges alias makan bergizi gratis duit abis wkwk biasanya ngumpul di tangerang sm keluarga yg lain tp lihat saja nanti siapatau diajak kemana gitu haha,1,0.9539,49,0.0156,0.9539,0.0151,0.0154,377,26
program makan bergizi gratis mbg menjadi salah satu kebijakan yang paling banyak menyita perhatian publik,0,0.8022,43,0.8022,0.0664,0.0654,0.066,378,39
pengamat kebijakan publik trubus rahardiansah mendukung keberlanjutan program makan bergizi gratis mbg yang diinisiasi presiden prabowo subianto untuk itu program ini dimintanya untuk lebih diperkuat,3,0.9506,18,0.0164,0.0162,0.0168,0.9506,379,29
,3,0.9438,2,0.0191,0.0189,0.0182,0.9438,380,29
komisi ix dpr ri menyetujui empat langkah efisiensi strategis yang diajukan oleh badan gizi nasional bgn untuk memangkas alokasi anggaran program makan bergizi gratis mbg dengan proyeksi penghematan kas negara mencapai sedikitnya rp triliun rupiah anggota komisi ix dpr,0,0.941,19,0.941,0.0199,0.0196,0.0195,381,32
menteri keuangan purbaya yudhi sadewa mengungkapkan keinginannya agar anggaran program makan bergizi gratis mbg dapat dipangkas lebih besar melalui langkah efisiensi namun ia menegaskan program prioritas pemerintah tersebut tetap harus berjalan karena dinilai memiliki manfaat,2,0.494,30,0.4579,0.0242,0.494,0.0239,382,22
tagar ini muncul sbg respons thd berbagai kritik yg mempertanyakan efektivitas anggaran hingga teknis pelaksanaan program makan bergizi gratis mbg pendukung narasi ini merasa kritik yg ada cenderung mengecilkan urgensi program tsb,0,0.9086,35,0.9086,0.0303,0.0293,0.0318,383,20
tangis seorang pegawai program makan bergizi gratis mbg beredar luas di media sosial ia menyampaikan harapannya agar program tersebut tetap berjalan karena dinilai membawa manfaat bagi banyak orang simak berita selengkapnya di beritasatu tv youtube,0,0.25,51,0.25,0.25,0.25,0.25,384,7
makan bergizi gratis tidak gratis,0,0.7332,51,0.7332,0.0891,0.0864,0.0913,385,10
generasi muda didorong jadi motor penggerak ekonomi rakyat anak muda bukan hanya penerus tetapi juga penggerak pembangunan gubernur banten andra soni mengajak generasi muda mengambil peran nyata dalam memperkuat ekonomi rakyat salah satu potensi yang dinilai masih bisa,0,0.6573,35,0.6573,0.0238,0.0242,0.2947,386,20
tv korsel obs soroti ​program makan bergizi gratis mbg yang memicu kasus keracunan massal dan memicu krisis dalam negeri bobroknya pengawasan dan manajemen yang amatiran bikin program megah ini berujung banyak korban dan dianggap buang buang anggaran menurut media korsel,3,0.903,34,0.0317,0.0325,0.0328,0.903,387,23
beliau mendesak agar program makan bergizi gratis mbg ditunda sementara dan anggarannya dialihkan untuk pemulihan pascabencana di sumatera,0,0.878,10,0.878,0.0937,0.0139,0.0144,388,28
mbg makan bergizi gratis gratis kenapa pake istilah investor bukan donatur kenapa merasa rugi kan harusnya csr kenapa pegawai sppg bukan relawan hmm,3,0.9289,35,0.0237,0.0236,0.0237,0.9289,389,27
program makan bergizi gratis mbg menjadi salah satu kebijakan yang paling banyak menyita perhatian publik,1,0.9564,14,0.014,0.9564,0.0152,0.0143,390,25
pemerintah tengah memfokuskan perhatian pada pembenahan menyeluruh terhadap pelaksanaan program unggulan makan bergizi gratis mbg langkah strategis ini diambil menyusul adanya perombakan atau pergantian jajaran manajemen pengelola program tersebut hal itu ditegaskan langsung,1,0.9564,14,0.014,0.9564,0.0153,0.0143,391,25
komisi ix dpr ri menyepakati empat langkah efisiensi program makan bergizi gratis mbg yang disampaikan badan gizi nasional bgn dengan efisiensi itu anggaran negara bisa hemat hingga sekitar rp triliun,1,0.9564,14,0.014,0.9564,0.0153,0.0143,392,25
ribuan warga kabupaten banyuwangi jawa timur menggelar aksi damai di kantor bupati dan dprd setempat untuk menyuarakan dukungan agar program,1,0.9564,14,0.014,0.9564,0.0153,0.0143,393,25
lho kok bertentangan kan pemborosan apbn pada pos anggaran makan tidak bergizi tidak gratis dan kdmp,3,0.8846,37,0.0372,0.0381,0.0401,0.8846,394,14
program makan bergizi gratis mbg udah jalan alhamdulillah ya menunya kreatif banget konsepnya gizi minimalis estetika maksimalis ​potongan tempenya setipis kartu atm sayurnya bening sebening masa depan yang penuh ketidakpastian yang penting di laporan fotonya kelihatan,3,0.7496,46,0.0263,0.028,0.1961,0.7496,395,29
surabaya membara demo indonesia sekarat berakhir ricuh massa desak bubarkan parlemen di grahadi kericuhan hebat pecah di depan gedung negara grahadi surabaya pada jumat malam aksi unjuk rasa ratusan massa yang tergabung dalam front anti kapitalisme dan warga,0,0.25,51,0.25,0.25,0.25,0.25,396,4
program makan gratis bergizi rb anak keracunan tv korea sampe liput promosi yg efektif bgt,3,0.9005,44,0.0338,0.0337,0.032,0.9005,397,13
demonstrasi mahasiswa sepanjang juni membawa tuntutan soal program makan bergizi gratis revisi undangundang polri hingga tekanan ekonomi nasional,0,0.4776,35,0.4776,0.0264,0.0256,0.4704,398,24
luhut sebut perencanaan mbg kurang matang karena kesalahan kita bersama netizen salah kita ketua dewan ekonomi nasional den luhut binsar pandjaitan mengakui pelaksanaan program makan bergizi gratis mbg masih menghadapi sejumlah tantangan di lapangan menurutnya,3,0.8846,37,0.0372,0.0381,0.0401,0.8846,399,14
dalam upaya memperkuat tata kelola program makan bergizi gratis badan gizi nasional melakukan evaluasi terhadap operasional satuan pelayanan pemenuhan gizi di berbagai daerah hasil evaluasi menunjukkan sejumlah titik sppg perlu dihentikan operasionalnya sementara,0,0.9095,37,0.9095,0.0306,0.0309,0.0289,400,26
program makan bergizi gratis kasih jaminan pasar luas buat hasil panen petani lokal,3,0.6333,19,0.0185,0.3307,0.0176,0.6333,401,35
program makan bergizi gratis bikin petani tenang karena hasil panennya selalu laku terjual,0,0.8729,28,0.8729,0.0426,0.0424,0.0421,402,24
program makan bergizi gratis terbukti menghidupkan ekonomi sirkular dari sawah petani langsung menjadi gizi berharga bagi anak bangsa,3,0.9012,35,0.0328,0.0327,0.0332,0.9012,403,15
langkah badan gizi nasional bgn menutup ratusan dapur makan bergizi gratis mbg fiktif di cilacap jawa tengah diapresiasi sejumlah kalangan tindakan tersebut sebagai wujud dari pembenahan tata kelola mbg,1,0.7862,5,0.0172,0.7862,0.1792,0.0175,404,22
pemerintah memastikan anggaran program makan bergizi gratis atau mbg tahun akan dipangkas signifikan dari pagu awal seiring evaluasi menyeluruh terhadap efisiensi belanja dan tata kelola program meski demikian penghematan dipastikan tidak akan mengurangi kualitas serta,1,0.7862,5,0.0172,0.7862,0.1791,0.0175,405,22
program makan bergizi gratis mbg merupakan salah satu upaya untuk mendukung peningkatan kualitas sumber daya manusia melalui pemenuhan kebutuhan gizi anak sejak usia dini,1,0.9602,7,0.0132,0.9602,0.0134,0.0132,406,28
presiden prabowo diserang habishabisan karena programprogramnya berpihak kepada rakyat kecil yang menyerang adalah orang yang setiap harinya hidup enak mengapa karena orangorang miskin dikasih akses pendidikan gratis ➡️ sekolah rayat orang di daerah pelosok,1,0.9602,7,0.0132,0.9602,0.0134,0.0132,407,28
relawan mbg ciamis bersatu kawal keberlanjutan program makan bergizi gratis dan desak pemerintah usut tuntas dugaan korupsi demi keadilan bersama,2,0.8697,14,0.043,0.0437,0.8697,0.0437,408,11
program makan bergizi gratis mbg memberikan dampak yang sangat positif bagi pemenuhan gizi dan tumbuh kembang anakanak di sekolah penutupan dapur fiktif oleh bgn adalah langkah tepat agar anggaran negara benarbenar sampai ke piring anakanak bukan disalahgunakan,0,0.9606,4,0.9606,0.0132,0.0131,0.0132,409,29
kemarin aku langsung baca klarifikasi halaman full itu hahaha sudah kayak paper akademik saja temanteman yang mau ringkasan boleh lah ini ringkasan dulu sehabis ini aku kritik juga hehe isi klarifikasi mengaku hanya mewakili diri sendiri bukan universitas indonesia,0,0.9606,4,0.9606,0.0132,0.0131,0.0132,410,29
kantor staf presiden ksp menegaskan komitmennya untuk terus membuka ruang dialog dengan seluruh pemangku kepentingan dalam mengawal pelaksanaan program prioritas presiden usai menerima audiensi aliansi masyarakat cinta indonesia di gedung bina graha jakarta pada rabu,0,0.9606,4,0.9606,0.0132,0.0131,0.0131,411,29
dapur uwak adalah salah satu fasilitas mitra penyedia layanan program makan bergizi gratis mbg yang dijalankan oleh pemerintah dapur ini fokus melayani distribusi makanan sehat dan bergizi untuk anakanak sekolah serta kelompok rentan lainnya,3,0.9396,7,0.0201,0.0206,0.0198,0.9396,412,19
pemerintah fokuskan program makan bergizi gratis mbg untuk kelompok b ibu hamil ibu menyusui dan balita strategi hulu ke hilir untuk pangkas angka stunting nasional secara efektif simak berita menarik lainnya di,2,0.903,36,0.032,0.0323,0.903,0.0327,413,12
ratusan relawan dapur sppg menghadiri silaturahmi akbar dan doa bersama sekabupaten ciamis aksi ini digelar sebagai bentuk dukungan nyata demi keberlanjutan program makan bergizi gratis mbg sekaligus mendesak pemerintah mengusut tuntas dugaan korupsi di lingkungan bgn,3,0.8704,27,0.0421,0.0443,0.0433,0.8704,414,11
anggaran makan bergizi gratis mbg diperketat menkeu purbaya yudhi sadewa membentuk tim khusus di seluruh kabupatenkota untuk mengawasi operasional dan penggunaan anggaran sppg secara berkala agar tepat sasaran,3,0.8704,27,0.0421,0.0442,0.0433,0.8704,415,11
indonesia masih dikepung aksi demo hingga akhir juni dari berbagai elemen kelompok masyarakat tuntutan massa pun masih sama kritik seputar program makan bergizi gratis mbg koperasi desa kelurahan merah putih kdkmp hingga isu kenaikan harga bahan bakar minyak bbm,2,0.9029,36,0.032,0.0324,0.9029,0.0327,416,12
pemerintah memastikan bahwa menu makan bergizi gratis mengandung komposisi nutrisi seimbang sesuai dengan standar kesehatan,3,0.9396,7,0.0201,0.0206,0.0198,0.9396,417,19
dengan adanya makan bergizi gratis diharapkan angka absensi siswa menurun karena kondisi kesehatan mereka yang jauh lebih terjaga,3,0.8704,27,0.0421,0.0442,0.0433,0.8704,418,11
di alunalun ciamis relawan mbg dan sppg berkumpul dalam silaturahmi akbar dan doa bersama kegiatan ini menjadi wujud dukungan agar program makan bergizi gratis terus berjalan baik sekaligus mendesak penegakan hukum yang tegas atas dugaan penyimpangan anggaran,2,0.903,36,0.032,0.0324,0.903,0.0326,419,12
menteri keuangan purbaya yudhi sadewa resmi membentuk tim monitor untuk mengawal penggunaan anggaran makan bergizi gratis mbg ​pengawasan ketat ini bakal melibatkan jajaran ditjen perbendaharaan dan djkn di seluruh kabupatenkota demi memastikan dana tepat sasaran,3,0.9396,7,0.0201,0.0206,0.0198,0.9396,420,19
relawan mbg sekabupaten ciamis berkumpul di alunalun untuk doa bersama demi keberlanjutan program makan bergizi gratis ​tapi ingat program bagus jangan sampai dikotori korupsi mereka juga mendesak pemerintah usut tuntas dugaan korupsi di lingkungan bgn bersihkan,1,0.7296,24,0.0178,0.7296,0.236,0.0165,421,26
mendukung program makan bergizi gratis pemerintah untuk mencetak generasi emas yang cerdas kuat dan berprestasi,3,0.8846,37,0.0372,0.0381,0.0401,0.8846,422,14
komitmen memperkuat tata kelola program makan bergizi gratis terus ditunjukkan pemerintah pembentukan tim monitoring penggunaan anggaran mbg di seluruh daerah menjadi langkah konkret untuk memastikan pengawasan berjalan ketat transparan dan tepat sasaran,2,0.622,51,0.1263,0.1262,0.622,0.1255,423,18
menteri keuangan purbaya membentuk tim monitoring penggunaan anggaran program makan bergizi gratis pengawasan dilakukan diantaranya oleh jajaran direktorat jenderal kebenaran dan kekayaan negaradikn yang tersebar di seluruh kabupaten dan kota di seluruh indonesia,1,0.9459,13,0.0186,0.9459,0.0174,0.0182,424,21
mendukung program makan bergizi gratis pemerintah untuk mencetak generasi emas yang cerdas kuat dan berprestasi,1,0.7403,29,0.2181,0.7403,0.0206,0.021,425,21
kecerian dan antusiasme anak anak penerima manfaat makan bergizi gratis menunjukkan bahwa mereka merasakan manfaat positif terhadap program tersebut mbg adalah investasi untuk menciptakan generasi penerus bangsa dan sehat kuat dan cerdas untuk mewujudkan indonesia emas,3,0.6073,51,0.1254,0.1313,0.1359,0.6073,426,19
just in bem fhui mengajukan amicus curiae ke mahkamah konstitusi mk untuk mendukung perkara uji materiil nomor puuxxiv yang diajukan guru honorer reza sudrajat permohonan tersebut menyoal persen anggaran pendidikan untuk membiayai program makan bergizi gratis,3,0.9569,2,0.0145,0.0143,0.0143,0.9569,427,24
bagi para petani program makan bergizi gratis mbg bukan sekadar kebijakan melainkan jaminan bahwa peluh keringat mereka dalam menanam padi dan sayur bermuara pada meja makan anakanak generasi penerus bangsa program ini adalah hulu ke hilir yang menghidupkan ekonomi desa,3,0.9606,42,0.0136,0.0129,0.0129,0.9606,428,34
relawan makan bergizi gratis seciamis adakan silaturahmi akbar dan doa bersama di alunalun dukung keberlanjutan program mbg dan suarakan penuntasan korupsi di lingkungan bgn,3,0.5019,51,0.0245,0.4505,0.023,0.5019,429,19
program makan bergizi gratis merupakan investasi strategis untuk menciptakan generasi indonesia yang sehat cerdas dan unggul melalui tata kelola yang transparan akuntabel dan tepat sasaran,3,0.6976,4,0.28,0.0112,0.0112,0.6976,430,33
makan bergizi gratis membawa keceriaan dan kesehatan bagi generasi penerus kita dengan kesehatan yang terjaga dan fokus belajar yang lebih baik mereka siap menyongsong masa depan yang cerah program ini adalah investasi jangka panjang dengan dampak nasional mbg yang luar biasa,3,0.9443,34,0.0185,0.0186,0.0186,0.9443,431,29
makan bergizi gratis membawa keceriaan dan kesehatan bagi generasi penerus kita dengan kesehatan yang terjaga dan fokus belajar yang lebih baik mereka siap menyongsong masa depan yang cerah program ini adalah investasi jangka panjang dengan dampak nasional mbg yang luar biasa,2,0.6996,50,0.025,0.0237,0.6996,0.2517,432,21
aksi demo mengkritisi program makan bergizi gratis mbg hingga kenaikan bahan bakar minyak bbm terus terjadi di tanah air jumat sore demo di surabaya tepatnya di gedung negara grahadi jalan gubernur suryo berujung ricuh massa yang menamakan diri warga,1,0.942,48,0.0186,0.942,0.0199,0.0194,433,26
dukung bersama program makan bergizi gratis,0,0.8995,42,0.8995,0.0325,0.0355,0.0326,434,22
dukung bersama program makan bergizi gratis,3,0.8885,40,0.0368,0.0372,0.0375,0.8885,435,14
program makan bergizi gratis merupakan wujud nyata kepedulian pemerintah terhadap masa depan anak bangsa,2,0.868,41,0.0425,0.0452,0.868,0.0442,436,12
wakil ketua komisi ix dpr ri charles honoris menilai rencana menteri kesehatan budi gunadi sadikin memberikan makanan bagi pasien tuberkulosis tbc melalui program makan bergizi gratis mbg perlu dikaji ulang meski demikian ia mendukung upaya pemerintah memberikan,0,0.6001,51,0.6001,0.1251,0.1382,0.1366,437,7
program makan bergizi gratis disiapkan untuk mendukung gizi anakanak sekolah dasar,0,0.9009,46,0.9009,0.0326,0.0323,0.0342,438,12
program makan bergizi gratis merupakan dukungan gizi untuk anakanak desa,2,0.9023,34,0.0324,0.0321,0.9023,0.0332,439,13
hotman paris hutapea kembali menjadi sorotan publik setelah menyampaikan pandangannya terkait program makan bergizi gratis mbg salah satu program unggulan pemerintahan presiden prabowo subianto,2,0.9137,51,0.0287,0.0291,0.9137,0.0285,440,20
mbg harus tepat sasaran membaca program makan bergizi gratis melalui perspektif iron triangle,3,0.9252,18,0.0246,0.0245,0.0258,0.9252,441,18
mendukung program makan bergizi gratis pemerintah untuk mencetak generasi emas yang cerdas kuat dan berprestasi,3,0.8984,43,0.0343,0.0344,0.0329,0.8984,442,15
menteri keuangan purbaya yudhi sadewa menyatakan dukungannya terhadap rencana efisiensi anggaran program makan bergizi gratis mbg yang diusulkan oleh badan gizi nasional bgn saat taklimat media di kantor kemenkeu jakarta pada hari jumat,0,0.9378,24,0.9378,0.0209,0.0205,0.0207,443,17
risiko sunk cost fallacy di balik mbg makan bergizi gratis dan kdmp koperasi desa merah putih,0,0.8818,33,0.8818,0.039,0.0403,0.0389,444,17
makan bergizi gratis memperkuat ekonomi dan membuat indonesia mandiri terhadap ketahanan pangan mari kawal dan terus awasi,1,0.5607,39,0.0236,0.5607,0.3917,0.024,445,17
makan bergizi gratis memperkuat ekonomi dan membuat indonesia mandiri terhadap ketahana pangan terus kawal pelaksanaannya,3,0.8817,42,0.0426,0.0381,0.0376,0.8817,446,16
makan bergizi gratis memperkuat ekonomi dan membuat indonesia mandiri ketahanan pangan mari dukung untuk masa depan anak indonesia lebih baik,2,0.9089,43,0.0307,0.0302,0.9089,0.0302,447,19
makan bergizi gratis memperkuat ekonomi dan membuat indonesia mandiri terhadap ketahanan pangan dunia ketika krisis mari terus kawal dan evaluasi bersama,0,0.8886,24,0.8886,0.0375,0.0368,0.037,448,17
makan bergizi gratis memperkuat ekonomi dan membuat indonesia mandiri terhadap ketahanan pangan dunia terus dukung dan awasi,2,0.9315,27,0.0228,0.0223,0.9315,0.0235,449,19
makan bergizi gratis memperkuat ekonomi dan membuat indonesia mandiri terhadap ketahanan pangan program baik ini butuh evaluasi bersama mari terus kawal,3,0.94,23,0.0198,0.0203,0.0199,0.94,450,20
makan bergizi gratis memperkuat ekonomi dan membuat indonesia mandiri terhadap ketahanan pangan mari dukung,3,0.8993,40,0.0331,0.0352,0.0324,0.8993,451,18
makan bergizi gratis memperkuat ekonomi dan membuat indonesia mandiri terhadap ketahanan pangan mari terus evaluasi pelaksanaannya,1,0.8046,18,0.0208,0.8046,0.1536,0.021,452,18
makan bergizi gratis memperkuat ekonomi dan membuat indonesia mandiri terhadap ketahanan pangan mari kawal pelaksanaannya,0,0.9115,46,0.9115,0.0294,0.0291,0.03,453,17
makan bergizi gratis memperkuat ekonomi dan membuat indonesia mandiri terhadap ketahanan pangan mari terus dukung dan evaluasi pelaksanaannya,1,0.929,8,0.0239,0.929,0.0233,0.0238,454,19
makan bergizi gratis memperkuat ekonomi dan membuat indonesia mandiri terhadap ketahanan pangan,3,0.9029,46,0.0324,0.0322,0.0324,0.9029,455,15
makan bergizi gratis untuk generasi emas indonesia,0,0.5524,24,0.5524,0.4062,0.0202,0.0212,456,18
program makan bergizi gratis hadir untuk dukung anak sekolah fokus belajar tumbuh sehat dan wujudkan generasi kuat indonesia,0,0.9116,33,0.9116,0.0301,0.0295,0.0288,457,17
ras terkuat menyampaikan kritik keras terhadap program makan bergizi gratis mbg yang sempat dikabarkan akan dihentikan sementara ia mempertanyakan urgensi program tersebut dengan argumen bahwa sebelum adanya mbg anak² indonesia sudah dalam kondisi sehat,0,0.928,24,0.928,0.0248,0.0233,0.024,458,20
puluhan mahasiswa dari pnc dan unaic adakan aksi damai di depan kantor bupati cilacap mereka tuntut evaluasi program pemerintah termasuk makan bergizi gratis dan dorong dialog langsung mahasiswa berperan penting jaga demokrasi tetap berjalan,1,0.5589,25,0.4003,0.5589,0.02,0.0208,459,18
visi misi gua mau bikin juta lapangan pekerjaan sama bikin program makan bergizi gratis acc,3,0.9191,33,0.027,0.0274,0.0265,0.9191,460,16
dukung makan bergizi gratis papua barat daya,1,0.9285,33,0.0236,0.9285,0.0239,0.024,461,18
dukung makan bergizi gratis papua barat daya,1,0.9215,32,0.0261,0.9215,0.0261,0.0262,462,20
dukung makan bergizi gratis papua barat daya,1,0.9435,25,0.0189,0.9435,0.0188,0.0187,463,22
menteri esdm bahlil lahadalia menyatakan bahwa pemerintah sedang mempercepat penggunaan compressed natural gas cng sebagai bauran energi alternatif langkah ini diambil untuk menekan ketergantungan impor lpg menghemat devisa negara serta mengurangi beban subsidi memanfaatkan,3,0.9207,38,0.0267,0.0267,0.0259,0.9207,464,22
semenjak ada program mbg makan bergizi gratis beli susu uht jadi seribet ini ya sampai dicurigai berlebihan sama pihak toko,0,0.4969,51,0.4969,0.0644,0.0642,0.3745,465,12
mahasiswa blitar sampaikan tuntutan ke dprd aksi sempat ricuh sebelum berakhir dialog blitar – aksi demonstrasi yang digelar aliansi cipayung plus blitar raya di depan kantor dprd kabupaten blitar kamis juni berlangsung dinamis unjuk rasa yang membawa berbagai,0,0.7081,1,0.7081,0.2691,0.0112,0.0116,466,35
gue baru liat ini langsung gelenggeleng kepala ketua dpdri usulin rakyat sumbangkan sebagian hartanya buat program makan bergizi gratis mbg katanya biar rakyat ikut berpartisipasi partisipasi apa bro partisipasi bayar makanan yang katanya gratis ini lucu banget sih,0,0.5136,13,0.5136,0.4512,0.0173,0.0179,467,21
keliatan kan emang dia cari insentif mana ada yang tulus buat kasi makan bergizi gratis,3,0.9398,34,0.0205,0.02,0.0196,0.9398,468,32
berkah makan bergizi gratis pendapatan petani buah sergai melonjak tajam✍️,2,0.7889,46,0.0155,0.0154,0.7889,0.1802,469,31
sistem digitalisasi dan transparansi pengelolaan proyek besar seperti makan bergizi gratis harus tetap bisa dikritik secara fungsional oleh para ahli,3,0.9446,2,0.0184,0.0185,0.0185,0.9446,470,22
rakyat bergerak mendukung keberlanjutan program makan bergizi gratis mbg demi pemenuhan gizi anakanak indonesia,3,0.9508,28,0.0169,0.0162,0.0162,0.9508,471,21
substansi dari makan bergizi gratis itu seperti apa ya pak kok malah jadi celah segelintir orang untuk punya banyak dapur dan berefek ke kurangnya penerimaan negara dalam hal pajak,0,0.7039,13,0.7039,0.0186,0.0191,0.2584,472,28
,1,0.9383,26,0.0204,0.9383,0.0213,0.02,473,31
tuntutan massa demo gabungan mahasiswa dan masyarakat sipil ini membawa tuntutan di antaranya menolak program makan bergizi gratis mbg menuntut stabilitas harga bahan pokok serta menolak reklamasi surabaya waterfront land,1,0.9465,12,0.0176,0.9465,0.0177,0.0182,474,21
rakyat bergerak mendukung keberlanjutan program makan bergizi gratis mbg demi pemenuhan gizi anakanak indonesia adili koruptornya kawal tegas pelaksana programnya,0,0.9266,19,0.9266,0.0234,0.0254,0.0246,475,26
program makan bergizi gratis menjadi langkah nyata menghadirkan kesempatan yang sama bagi setiap anak,0,0.8677,44,0.8677,0.0453,0.0423,0.0447,476,24
ketua dewan ekonomi nasional luhut binsar pandjaitan mengakui pelaksanaan program makan bergizi gratis mbg menghadapi sejumlah persoalan karena perencanaan awal yang dinilai belum disiapkan secara matang ia bilang sederet masalah yang ada sebetulnya bisa dihindari kalau saja,0,0.6311,13,0.6311,0.0145,0.0142,0.3402,477,30
rakyat bergerak mendukung keberlanjutan program makan bergizi gratis mbg,0,0.9497,15,0.9497,0.0169,0.0172,0.0162,478,25
estimasi biaya pengembangan gta vi mencapai sekitar rp triliun selama tujuh tahun sebagai perbandingan angka tersebut setara sekitar dari anggaran program makan bergizi gratis mbg indonesia dalam satu tahun yang mencapai rp triliun meski keduanya memiliki tujuan,1,0.7106,8,0.024,0.7106,0.2406,0.0248,479,18
aksi demonstrasi gabungan warga dan mahasiswa surabaya masih berlangsung di depan gedung negara grahadi jumat massa memadati jalan gubernur suryo sambil menyampaikan aspirasi melalui orasi dalam aksi tersebut juga terlihat pembakaran tumpukan pakaian sebagai aksi,0,0.9648,1,0.9648,0.0117,0.0115,0.012,480,35
lowongan kerja dapur makan bergizi gratis koordinator lapangan pendidikan minimal s paling lambat juni selengkapnya di,2,0.4258,10,0.3097,0.021,0.4258,0.2435,481,26
definisi the real dapat makan bergizi gratis mbg kalau ini mah ga bisa rebuan minimal harusnya,1,0.9207,38,0.0277,0.9207,0.0258,0.0259,482,15
baca di sini menteri keuangan ri purbaya yudhi sadewa mengaku menginginkan anggaran program makan bergizi gratis mbg bisa ditekan serendah mungkin namun purbaya menegaskan penghapusan anggaran program tersebut tidak mungkin dilakukan karena mbg,3,0.9485,4,0.0173,0.0172,0.017,0.9485,483,20
ㅤ “bayarnya boleh cicil” tawar elise yang memandang kekasihnya itu dengan penuh harap bukannya seharusnya hak gigit pipi kekasih sendiri itu gratis ya makan bergizi saja bisa ‘gratis’ masa ini tidak sih tapi karena kemarin sudah deal sang puan tidak bisa banyak — ㅤ,1,0.9321,15,0.0221,0.9321,0.0226,0.0232,484,30
makan bergizi gratis,3,0.9623,0,0.0128,0.0124,0.0125,0.9623,485,30
capt gema ngasih kritik logis yang menarik anak smpsma itu sebagian sudah ada yg merokok buat apa dikasih makan bergizi gratis ​lebih miris lagi budget asli rprbrprb per porsi diduga disunat oknum koruptor jadi rprb akibatnya muncul kasus susu diganti air santan,1,0.787,38,0.0229,0.787,0.1682,0.0219,486,16
budget makan bergizi gratis mbg indonesia terbesar nomor di dunia tapi rawan blunder ​kita belum sekaya amerika tp budget program mbg kita tembus rp triliun ngalahin china sayangnya di lapangan malah muncul laporan stunting naik amp menu makanan b aja ​ko bisa,3,0.9103,34,0.0303,0.0307,0.0287,0.9103,487,17
rapat dewan snezhnaya membahas program makan bergizi gratis mbg,0,0.9292,28,0.9292,0.0234,0.0236,0.0237,488,21
pemerintah terus memperkuat pelaksanaan program makan bergizi gratis mbg tidak hanya melalui pengelolaan anggaran tetapi juga dengan meningkatkan kapasitas sumber daya manusia sdm dan tata kelola program menteri keuangan purbaya yudhi sadewa mengatakan kerja sama antara,0,0.9214,29,0.9214,0.0266,0.0259,0.0261,489,21
kejaksaan agung membuka peluang memeriksa kepala badan gizi nasional bgn nanik s deyang terkait penyidikan kasus dugaan korupsi tata kelola program makan bergizi gratis mbg,1,0.9535,8,0.0158,0.9535,0.0154,0.0152,490,25
ketika negara bekerja seperti mafia apakah ini untuk kepentingan rakyat atau untuk segolongan saja akhirnya masalah patriot bond dan merah putih bond yg kmrn ane tulis semacam negara memfasilitasi pencucian uang secara legal juga disoroti,0,0.9469,16,0.9469,0.0179,0.0177,0.0174,491,25
karena ada yang nanya ini total kekayaan hartono bersaudara itu tembus sekitar rp triliun nah harta mereka secara teori sanggup bayarin seluruh program makan bergizi gratis mbg seindonesia selama tahun full tanpa pakai apbn negara kalo di convert per hari jadi,3,0.9385,44,0.0208,0.0211,0.0196,0.9385,492,31
rakyat bergerak mendukung keberlanjutan program makan bergizi gratis mbg demi pemenuhan gizi anakanak indonesia,0,0.25,47,0.25,0.25,0.25,0.25,493,46
kepala badan komunikasi pemerintah ri m qodari menyebut siswa sma kemungkinan tidak lagi menjadi penerima program makan bergizi gratis mbg nonton episode beresberes mbg selengkapnya di youtube metro tv,3,0.9115,34,0.0286,0.0298,0.0301,0.9115,494,25
programnya makan bergizi gratis tapi angka stunting di sanggau naik kan aneh ya,3,0.9573,4,0.0144,0.0142,0.0141,0.9573,495,26
skema efisiensi program makan bergizi gratis mbg mencakup pengurangan penerima manfaat penyaluran mbg hanya pada senin–jumat serta evaluasi insentif sppg nonton episode beresberes mbg selengkapnya di youtube metro tv,0,0.5274,13,0.5274,0.4409,0.0158,0.0159,496,25
​selama ini program makan bergizi gratis mbg identik dengan isu kesehatan dan pemenuhan gizi anak namun di balik itu program ini menyimpan,3,0.9594,2,0.0136,0.0136,0.0133,0.9594,497,30
